Name,Birthdate,Document_Type,Document_Number,Program_Id
Daniel Brooks,1993-05-21,CC,53955098,1
Steven Whitehead,1995-09-20,CC,65335877,1
Melissa Johnson,1971-05-02,CC,17471680,1
Mario Adams,1972-07-31,CC,41927051,1
Melanie Mcdaniel,2006-09-19,CC,98208669,1
Robert Lloyd,1972-09-23,CC,70936232,1
Traci Cervantes,1993-10-28,CC,67930088,1
Sandra Harris,1988-07-31,CC,17391382,1
Roy Wade,1987-10-15,CC,48858433,1
Sophia Lane,1965-08-02,CC,64114160,1
Emily Friedman,1984-07-13,CC,18251461,1
Darren Robinson,1981-09-14,CC,83516028,1
Theresa Kim,1995-01-13,CC,34810572,1
Amanda Patterson,2005-03-02,CC,53108687,1
Julie Vasquez,1979-10-03,CC,34007948,1
Julia Warren,2007-11-30,CC,93627205,1
James Pitts,1992-06-27,CC,73137168,1
Grace Kim,2004-09-12,CC,99881421,1
Alan Flores,1966-07-03,CC,95171262,1
Rick Howard,2007-04-21,CC,75246209,1
Robert Guzman,2006-12-05,CC,29856951,1
Dawn Henderson,1979-05-10,CC,86212672,1
Danielle Boyd,1986-04-28,CC,28321128,1
Helen Pruitt,1970-08-29,CC,83663709,1
Kelly Sanders,1993-05-23,CC,77623521,1
Mrs. Marie Parsons,1965-02-21,CC,93737187,1
Laura Fisher,2002-02-21,CC,64751447,1
Wendy Miller,2001-03-24,CC,90135996,1
Nicole Cowan,1993-09-14,CC,81997894,1
Jacob Graham,2004-08-16,CC,65582819,1
Mrs. Hannah Cox,1973-05-21,CC,92058873,1
James Sanchez,1966-12-06,CC,25095451,1
Deborah Reynolds,1989-12-06,CC,96869904,1
Steven Flores,1979-11-19,CC,59545323,1
Meagan Joseph,1997-12-26,CC,53496529,1
Barbara Hernandez,1987-11-21,CC,49063845,1
Brian Ross,1984-12-20,CC,33976321,1
Kayla Vang,2006-07-18,CC,64646864,1
Kimberly Carpenter,1976-04-12,CC,17851326,1
Justin Jordan,1977-04-20,CC,52071343,1
Lisa Mcdonald,2007-06-03,CC,59135529,1
Amber Mejia,1972-11-20,CC,99478764,1
Ronald Miller,1982-07-10,CC,12402758,1
Tamara Mccann,1987-10-02,CC,54756548,1
Dominic Nelson MD,1992-12-12,CC,17727208,1
Carolyn Hill,2009-03-18,CC,60306774,1
Tammy Wang,1992-05-29,CC,56077434,1
Michael Ayala,2007-07-29,CC,20976411,1
Jonathan Castaneda,2005-03-28,CC,50874096,1
Kylie Lopez,1979-09-24,CC,94428456,1
Margaret Cobb,1969-01-31,CC,77080795,1
Victor Morris,2003-08-20,CC,89756345,1
Trevor Wright,1989-01-01,CC,91711286,1
Mr. Lance Fowler,2008-07-24,CC,96358773,1
Jonathan Lee,1994-05-05,CC,89765986,1
Gabrielle Hartman,1977-11-10,CC,41079907,1
Eric Stewart,1965-04-11,CC,10962761,1
Rebecca Bowen,2005-03-12,CC,59827597,1
Rebekah Moss,1970-07-20,CC,78985278,1
Eric Craig,2000-03-07,CC,63344506,1
Erika Reed,1982-05-23,CC,76245427,1
Cynthia Beck,1981-07-12,CC,43685445,1
Jeffrey Gray,1979-04-19,CC,34595874,1
Christopher Cohen,1969-12-04,CC,25855480,1
Hunter Miller,1964-09-01,CC,96613250,1
Jeffrey Cole,1980-11-18,CC,70180010,1
Charles Rhodes,1994-11-30,CC,55875815,1
Jessica Wall,1973-04-22,CC,33022790,1
Emily Zamora,2007-06-01,CC,21676996,1
Erin Moody,1983-09-13,CC,41086904,1
David Roberts,1992-02-23,CC,45012825,1
Perry Snyder,1992-11-12,CC,52823666,1
Christopher Daugherty,1969-03-27,CC,55053699,1
Sheila Murray,1990-06-21,CC,23490914,1
Mark Joseph,1993-07-26,CC,24923908,1
Jordan Weaver,1987-06-22,CC,98941848,1
Larry Anderson,2003-05-05,CC,13576280,1
Shelley Salazar,1977-09-24,CC,21441179,1
Daniel Wilkinson,1966-01-05,CC,13667519,1
Andrea James,1989-12-06,CC,51250517,1
Steven Smith,1970-01-01,CC,29503831,1
Nicole Robinson,1997-06-27,CC,69556966,1
Christie Anderson,1991-05-03,CC,38541170,1
Patricia Higgins,1999-12-12,CC,74844036,1
Willie Robinson,1993-11-24,CC,16462931,1
David Farmer,2007-12-22,CC,58154432,1
Tammy Chavez,2001-08-24,CC,39629739,1
Patricia Stewart,1983-04-15,CC,21837502,1
Patricia Thompson MD,1993-06-22,CC,84663119,1
Karen Hernandez,1981-10-26,CC,46720799,1
Heather Choi,2005-07-20,CC,15633231,1
Danielle Lam,1991-10-29,CC,43943201,1
Diane Peters,1994-11-06,CC,99766546,1
Stephanie Walters,1984-05-25,CC,21847284,1
Michael Lee,2006-02-10,CC,54801797,1
Amy Mitchell,1978-11-20,CC,67638356,1
Karen Ward,2004-11-01,CC,29372959,1
Ashley Navarro,1976-06-17,CC,68120054,1
Lauren Brown,1993-02-26,CC,81937812,1
Nancy Chavez,1992-03-24,CC,32076774,1
Anthony Russell,1982-09-04,CC,20027110,1
Natalie Burke,1994-07-26,CC,68049013,1
David Smith,2005-07-15,CC,24569645,1
Nicholas Conner,1995-08-03,CC,92488325,1
Michele Robertson,1995-09-07,CC,16680529,1
Susan Acosta,1973-01-03,CC,87664019,1
Melanie Horton MD,1966-08-05,CC,37721498,1
Tammy Vincent,1973-06-01,CC,64670444,1
Austin Patel,1994-02-14,CC,48677400,1
Joanna Potter,1973-09-07,CC,91648853,1
Caitlin Coleman,2005-10-12,CC,72338562,1
Arthur Marquez,1996-02-22,CC,25921491,1
Christopher Griffin,1978-06-28,CC,64120784,1
Justin Hall,1995-01-17,CC,90224290,1
Jean Larson,2004-08-24,CC,65784901,1
Michael Cunningham,1965-11-08,CC,29606613,1
Michelle Snyder,1983-10-12,CC,58243390,1
Patricia Freeman,1971-10-17,CC,87210086,1
Megan Dunn,1979-10-23,CC,91510929,1
Hector Rivera,1998-08-04,CC,21301844,1
William Townsend,1997-08-09,CC,63591320,1
Donna Jordan,1997-03-26,CC,41043312,1
Justin Lozano,1992-11-28,CC,32141920,1
Jason Robertson,1981-07-10,CC,35763611,1
Crystal Miles,1966-01-26,CC,72879930,1
Nicholas Cain,1987-12-17,CC,38847952,1
Michael Davis,1967-08-31,CC,61471685,1
Anthony Wood,1989-01-18,CC,89375822,1
Shane Little,1993-12-20,CC,32600653,1
Leslie Alexander,1989-11-01,CC,36110182,1
Caitlin Harris,1995-08-08,CC,63965631,1
Joshua Zamora,1989-06-18,CC,65029612,1
Daniel Newman,2000-07-11,CC,36259589,1
Amanda Rojas,1986-04-11,CC,63925773,1
Willie Castillo,1987-04-17,CC,31427682,1
Jeremy Cunningham,1971-01-12,CC,81321233,1
Marc Aguirre,1996-06-15,CC,94888950,1
Andrew Glover,1996-01-23,CC,21694552,1
Alexandria Mckinney,2007-12-13,CC,33758537,1
Joanne Long,1969-06-03,CC,21521722,1
Douglas Duncan,1998-04-23,CC,51255600,1
Elizabeth Tyler,2005-10-27,CC,90797162,1
Zachary Moore,1994-08-28,CC,93409904,1
Melissa Morgan,1986-06-10,CC,38279464,1
Nicole Conrad,2004-03-04,CC,93460829,1
Molly Bradley,1988-02-19,CC,42117816,1
Beth Wilson,2006-06-25,CC,33052224,1
Deborah Rivera,1989-02-03,CC,76727370,1
Brett Strickland,2001-08-23,CC,64413821,1
Rachel Martinez,1991-03-13,CC,23413068,1
Jacob Murillo,2006-07-27,CC,83337268,1
Paul Roberts,1975-10-15,CC,64400557,1
Mark Jones,2009-06-19,CC,54808639,1
Dr. Anthony Blake,1973-06-28,CC,75056495,1
Natalie Tucker,1974-06-25,CC,13682174,1
William Mendez,2006-12-04,CC,54969891,1
Sara Norton,1981-02-02,CC,29320252,1
Penny Torres,1999-11-02,CC,60742367,1
Mary Key,1974-11-05,CC,46203692,1
Gary Simmons,1970-08-25,CC,74544745,1
Kyle Jones,1979-06-21,CC,50217878,1
Robert Vargas,1996-06-05,CC,73135798,1
Jimmy Morris,1964-09-05,CC,41329066,1
Christine Allen,2001-11-30,CC,60782736,1
Michael Clark,1968-01-18,CC,66040637,1
Travis Oliver,1973-10-14,CC,42311941,1
Erin White,1967-02-20,CC,83595575,1
Christopher Carter,1973-10-20,CC,96100385,1
Joseph Alvarez,2007-10-13,CC,95911620,1
Jeremiah Lawrence,1996-04-08,CC,48483376,1
Lynn Small,1984-10-16,CC,44859012,1
Thomas Gregory,1984-08-03,CC,66108855,1
Michele Grant,2004-05-24,CC,33517123,1
Stephanie Arnold,2002-04-17,CC,59737547,1
Andrew Sanchez,2003-09-12,CC,35501796,1
Jennifer Cain,1966-04-11,CC,83661248,1
Jared Scott,1994-03-29,CC,52477969,1
Tyler Castillo,1979-04-22,CC,99034984,1
Peter Smith,2007-09-15,CC,46858818,1
Marvin Martin,1999-07-02,CC,61771188,1
Kathryn Richardson,1980-07-09,CC,98026172,1
Linda Short,1999-11-28,CC,58676376,1
Jessica Glass,1985-05-25,CC,14080273,1
Edward Palmer,2002-07-26,CC,82661434,1
Bruce Robinson,1992-06-22,CC,22078670,1
Alexis Warner,1976-12-17,CC,45700774,1
Krista Medina,1964-09-18,CC,41340891,1
Richard Anthony,1988-10-29,CC,75243351,1
Miguel Quinn,1987-02-06,CC,74966190,1
Christopher Madden,1993-11-22,CC,97068540,1
Courtney Rodriguez,1977-05-23,CC,58513491,1
Crystal Whitehead,1988-07-13,CC,79967618,1
Matthew Foster,1996-02-02,CC,63405046,1
Laura Jackson,2009-05-27,CC,18990296,1
Renee Armstrong,1985-07-07,CC,62401962,1
Dorothy Brown,2001-04-03,CC,60808447,1
Brian Ayala,1981-06-25,CC,99072810,1
Andrew Morrow,1983-10-06,CC,72237030,1
Alexis Fuller,1981-09-04,CC,59752288,1
Kim Calhoun,1967-11-04,CC,23689863,1
Scott Ryan,1981-04-15,CC,50138170,1
Shane Shields,1977-10-06,CC,69300946,1
Michelle Sullivan,1974-04-09,CC,64637649,1
Crystal Davis,1967-04-13,CC,58907095,1
Gregory Caldwell,1997-05-09,CC,33546368,1
Kelly Singleton,2005-11-23,CC,53693960,1
Tina Garza,2005-09-29,CC,12231149,1
Mark Kim,1981-01-17,CC,83691628,1
Erin Church,1964-11-15,CC,81728436,1
Marissa Sanchez,1990-05-06,CC,75199202,1
Jonathan Evans,1991-03-10,CC,26787686,1
Danielle Dawson,1980-06-07,CC,55583788,1
Sue Peters,1969-03-03,CC,40261434,1
Jennifer Sanchez,1987-06-23,CC,74638227,1
Patrick Hess,2002-09-25,CC,53438585,1
Joseph Morgan,1975-05-23,CC,48006518,1
Cristina Ramirez,1991-12-09,CC,69580492,1
Michael Palmer,1978-04-19,CC,86616176,1
Joshua Reed,1992-05-10,CC,63833505,1
Jesse Parker,2003-03-27,CC,19097815,1
Ann Brown,1976-05-12,CC,77113989,1
Mary Adams,1997-11-11,CC,89659476,1
Robin Jackson,1994-11-02,CC,20832634,1
Angel Fischer,2006-11-02,CC,50701470,1
Justin Leach,2008-01-16,CC,69062697,1
John Carrillo,1972-07-12,CC,17830944,1
Deborah Hall,1977-07-01,CC,37040856,1
Elizabeth Rogers,1991-08-30,CC,64785573,1
Matthew Harrison,1964-10-02,CC,29147839,1
Jenna Buchanan,2009-03-21,CC,40565155,1
Kelly Green,2001-08-27,CC,60301581,1
Joseph Taylor,1981-05-20,CC,68578572,1
Angela Baker,2007-07-03,CC,58846983,1
Tiffany Hudson PhD,1968-12-02,CC,34699731,1
Daniel Burke,1967-12-10,CC,98028227,1
Shawn Rhodes,2005-08-20,CC,49635095,1
Jill Rogers DDS,1983-03-10,CC,23777951,1
Charles Johnson DDS,1964-10-09,CC,24193554,1
Jason Miller,1975-08-29,CC,65016448,1
Anthony Perez,1977-07-22,CC,56137510,1
Amanda Pacheco,2002-10-28,CC,91240663,1
Robert Mata,2006-04-26,CC,16411012,1
Linda Graham,1974-05-04,CC,36326460,1
Justin Walker,2001-05-07,CC,98129968,1
Judy Kirby,1984-08-01,CC,75440465,1
Patricia Bush,1993-07-03,CC,56269203,1
William Howell,1968-06-17,CC,67028652,1
Christopher Sanders,1993-10-08,CC,78272030,1
Deanna Douglas,1986-03-30,CC,70607661,1
Michelle Washington,1975-05-29,CC,39534645,1
Thomas Phillips,2000-12-03,CC,22248633,1
Jennifer Willis,1974-09-14,CC,54182183,1
Cheryl Jarvis,1971-09-25,CC,61002050,1
Keith Roberts,1985-07-11,CC,99168596,1
Jeffrey Andrade,1988-04-14,CC,78414809,1
Shannon Rivers,1992-09-05,CC,10900631,1
Robert Buck,1965-06-22,CC,16949659,1
Juan Price,1981-06-24,CC,47389217,1
Kathleen Rhodes,1983-07-23,CC,25254364,1
Megan Bowers,2005-10-22,CC,92498601,1
Joseph Villa,1969-02-13,CC,19093803,1
Courtney Dillon,1972-09-13,CC,83680471,1
Makayla Jensen,1984-08-24,CC,82813380,1
Susan Lyons,1969-05-11,CC,37344397,1
Savannah Leach,1967-10-17,CC,85400138,1
Lisa Johnson,1964-10-16,CC,40043986,1
Eileen Simmons,1972-02-08,CC,14605669,1
Amanda Park,1964-08-24,CC,79839018,1
Jonathan Haas,1986-05-19,CC,15255192,1
Ashley Olson,1976-02-08,CC,45237106,1
Michael Peterson,2003-03-08,CC,75730661,1
Stephanie Watson,1982-07-20,CC,26431904,1
Carla Gomez,1972-08-28,CC,24719113,1
Glenn Ayers,1973-06-28,CC,77098106,1
Dr. Angela Harper,1980-09-23,CC,98899074,1
Rita Vazquez,1974-02-02,CC,96031811,1
Ryan White,1985-09-11,CC,82918559,1
Jamie Burgess,1978-11-17,CC,67101100,1
Anna Prince,1996-04-22,CC,34766587,1
David Rodriguez,2005-07-28,CC,54059378,1
Kathryn Hernandez,2007-12-30,CC,31394455,1
Stacey Potter,1995-11-10,CC,78890838,1
Ronald Luna,1992-11-30,CC,10886002,1
Jeffrey Cervantes,1964-08-20,CC,76112187,1
Tammy Barker,1985-06-05,CC,76977494,1
Phillip Barajas,1991-02-13,CC,15175278,1
Steven Mcmahon,1995-07-11,CC,63006636,1
Lisa Leonard,1977-01-18,CC,12910015,1
Allison Olson,1994-12-10,CC,47483475,1
Connor Richards,2008-04-28,CC,65709305,1
Joshua Thompson,1987-09-27,CC,40282182,1
Thomas Dennis,1998-06-11,CC,38343736,1
Beverly Hatfield,1977-06-01,CC,70138484,1
Zachary Anderson,2005-10-28,CC,83741993,1
Mr. Stephen Vasquez,1998-04-24,CC,84120871,1
Paul Parker,1992-12-19,CC,97553888,1
Paul Davis MD,1967-10-20,CC,37331081,1
Justin Randall,1976-04-17,CC,95436858,1
Renee Moore,2007-01-01,CC,19884799,1
Alyssa Davis,2000-09-27,CC,94378609,1
Selena Morris,1965-03-22,CC,13702726,1
Yesenia Sweeney,2000-09-15,CC,33146856,1
Robert Frazier,2000-01-29,CC,43078813,1
Ryan Perez,1976-01-26,CC,70895383,1
Amy White,1978-03-18,CC,89802813,1
Mr. Justin Franklin,1973-10-28,CC,92008968,1
James Wilson,1965-01-27,CC,39451900,1
Luke Rodriguez,2005-07-30,CC,28486603,1
Michael Jarvis,1970-02-01,CC,63305007,1
John Gonzalez,1997-05-25,CC,45989320,1
Anthony Martinez,1992-12-27,CC,15083247,1
Curtis Martin,1984-07-29,CC,37592144,1
Jason Wells,1985-04-15,CC,79946728,1
Carlos Boyd,1984-12-08,CC,94340319,1
Raymond Oneal,1994-09-13,CC,62479087,1
Ashley Moreno,2005-07-03,CC,78266193,1
Erica King,1994-11-02,CC,53806269,1
Suzanne Jones,1977-02-21,CC,89816079,1
Valerie Pace,2005-03-13,CC,69982247,1
Timothy Russell,1995-06-05,CC,30572336,1
Alec Garrison,1967-11-18,CC,89826011,1
Ashley Simpson,1998-04-03,CC,67958461,1
Wesley Singleton,1977-09-30,CC,73151318,1
Joshua White,1991-04-03,CC,56328053,1
Angela Smith,2000-12-15,CC,73850371,1
Barbara Henderson,1981-04-04,CC,30927013,1
Heather Acevedo,2006-05-27,CC,79617876,1
Danielle Baker,1977-05-08,CC,31847229,1
Mr. David Smith,1980-02-09,CC,92451586,1
Emily Allen,1989-05-19,CC,83282986,1
Mr. Robert Jenkins Jr.,1966-02-20,CC,88176371,1
Jason Washington,1994-07-05,CC,67359415,1
Danielle Gibson,2000-04-25,CC,35240725,1
Lindsey Hernandez,2001-01-20,CC,68724933,1
Michael Hunt,1990-12-20,CC,22914577,1
Deborah Suarez,1994-08-31,CC,67737406,1
Bridget Gibbs,1994-03-20,CC,97879650,1
John Lewis,2002-04-22,CC,28524313,1
Briana Durham,1999-05-31,CC,19654649,1
Lisa Davis,2004-06-21,CC,25315140,1
Ashley Brown,1997-10-10,CC,91713350,1
Robert Ramirez,2004-01-06,CC,32201508,1
Ashley Smith,1968-06-05,CC,47309477,1
Robert Miller,1988-06-06,CC,43693137,1
Gina Bates,1966-01-23,CC,22523762,1
Andrea Harrison,1999-09-26,CC,80400288,1
Steven Harrison,1993-11-28,CC,99186453,1
Bradley Estrada,1992-06-29,CC,54678436,1
David Myers,1979-12-27,CC,55987488,1
Stephanie Payne,2007-03-10,CC,70699640,1
Michael Case,2006-02-17,CC,41381268,1
Beth White,1969-03-28,CC,75402228,1
Kirsten Jones,1977-04-04,CC,15190321,1
Joseph Thompson,1985-11-18,CC,83360809,1
Johnny May,1991-11-05,CC,99474070,1
Jacqueline Weaver,2009-02-09,CC,86682473,1
Brenda Brown,2002-02-27,CC,38161595,1
Patrick Little,1983-05-26,CC,60016604,1
Jeremy Dunlap,2005-06-02,CC,32403569,1
Elizabeth Jackson,1974-05-27,CC,79218041,1
Mark Guzman,1994-11-25,CC,20292810,1
Andrew Andrews,1992-06-01,CC,88169748,1
Nicole Nichols,1979-07-09,CC,63183804,1
Richard Christian,1984-10-16,CC,41392669,1
Melissa Hall,1982-07-23,CC,91237183,1
Cynthia Dickerson,2008-01-30,CC,36481671,1
Dr. Scott Davis MD,1985-06-13,CC,11944791,1
Ashley Austin,1979-08-24,CC,59758240,1
Tammy Wilson,1974-12-03,CC,31276397,1
Angela Melendez,1999-07-07,CC,31906114,1
Vincent Kirk,2006-07-15,CC,20682326,1
Michael Perez,2000-08-14,CC,95827243,1
Jessica Stanley,1982-04-20,CC,51578775,1
Samantha Carroll,1990-04-26,CC,85299294,1
Dillon Lewis,1974-09-28,CC,13974363,1
Katherine Lewis,1982-02-23,CC,46282947,1
Pamela Martin,1981-09-15,CC,29874829,1
Diane Ewing,1985-01-08,CC,19926992,1
Anna Haynes,2007-07-21,CC,15815491,1
Karen Clark,1987-01-27,CC,68383567,1
Jessica Nelson,1992-11-01,CC,18489488,1
Mr. David Craig,2008-07-16,CC,48220071,1
Thomas Chavez,1968-07-01,CC,13727729,1
Matthew Hart,1971-05-10,CC,98992258,1
Elizabeth Anderson,2008-01-18,CC,17696782,1
Nancy Garcia,1983-10-29,CC,36631548,1
Brian Mcdaniel,2005-12-13,CC,66988870,1
Jennifer White,1970-09-09,CC,90166988,1
Daniel Medina,1984-09-14,CC,71744563,1
John Lewis,1968-11-25,CC,86293803,1
Justin Ray,1995-08-13,CC,32558566,1
David Haas,1972-03-28,CC,78796374,1
Yolanda Hall,1993-02-14,CC,89107921,1
Tyler Kelly,1967-01-03,CC,57174304,1
David Vargas,1967-01-26,CC,14405571,1
Nathan Wheeler,1974-11-25,CC,95781146,1
Scott Baker,1995-11-22,CC,16841038,1
Nathan Ferguson,1974-09-18,CC,42014043,1
Zachary Carter,2007-03-19,CC,88002543,1
Shirley Ball,1992-05-26,CC,60336002,1
Justin Blanchard,1966-09-30,CC,86014551,1
Thomas Anderson,1992-04-01,CC,21120680,1
Hannah Wilson,1971-04-25,CC,54080483,1
Kenneth Matthews,1989-11-16,CC,72810208,1
Shannon Myers,1983-05-06,CC,24720073,1
Patricia Shelton,2001-01-21,CC,38265490,1
Lisa Byrd,1985-12-24,CC,85642769,1
Sandra Murphy,1970-08-21,CC,48408991,1
Miguel Bauer,2000-03-02,CC,94915577,1
Luis King,1995-03-31,CC,59201758,1
Larry Riggs,1985-12-15,CC,66864466,1
Mary Eaton,1992-04-30,CC,58794785,1
Melissa Coleman,2000-02-09,CC,26392145,1
Maria Ortiz,1977-12-12,CC,98879414,1
Tony Rubio,1967-10-25,CC,31847096,1
Angela Mcdonald,2000-07-23,CC,35159273,1
Jonathon Smith,1987-03-21,CC,38501561,1
Mrs. Taylor Wallace,1974-04-21,CC,80730672,1
Timothy Hall,2007-04-15,CC,19683241,1
Karen Soto,1970-01-26,CC,44082420,1
Veronica Braun,1993-10-31,CC,25089191,1
Lori Copeland,2002-10-18,CC,33201418,1
Heidi Morris,1971-04-07,CC,23278163,1
Jennifer Bullock,2006-10-16,CC,92222881,1
Samantha Brady,1987-02-05,CC,16367244,1
Joshua Larson,1991-09-29,CC,33139951,1
Mark Walters,1986-05-16,CC,29031032,1
April Bond,1976-02-25,CC,78448692,1
Paul Pratt,1979-02-13,CC,64138255,1
John Peters,1967-04-26,CC,80699843,1
Michael Blair,1980-07-31,CC,90593579,1
Tracy Duncan,1995-04-14,CC,89664999,1
John Wallace,2008-10-19,CC,54929844,1
Kathleen Johnson,1979-05-30,CC,65885019,1
Thomas Goodman,1988-12-17,CC,32328786,1
Alyssa Hodges,1985-03-25,CC,48271030,1
George Tran,1970-12-26,CC,16017783,1
Robert Larson,1976-09-06,CC,12158311,1
Justin Macias,1969-09-29,CC,90375284,1
David Martin,2000-05-28,CC,11961442,1
Courtney Carlson MD,1976-10-14,CC,54269025,1
Thomas Nelson,2009-03-22,CC,70648188,1
Herbert Grant,1990-05-06,CC,15935490,1
Jennifer Sellers,2008-12-19,CC,58678339,1
Alexandria Wilson,1983-04-05,CC,47335561,1
Sean Sutton,2000-06-17,CC,15642011,1
Jason Bailey,1991-12-22,CC,95178008,1
Kyle Flores,1964-11-22,CC,83823527,1
Alejandra Martinez DDS,1966-12-28,CC,71475647,1
David Watson,1999-06-18,CC,42399234,1
Joann Johnson,1969-10-05,CC,48949983,1
Craig Smith,1987-11-29,CC,27648918,1
Richard Wilson,1980-05-20,CC,73408184,1
Michelle Allen,1977-10-17,CC,23835095,1
Hannah Garcia,2009-07-02,CC,49983997,1
Juan Garcia,1998-07-04,CC,53803985,1
Deborah Young,1999-05-13,CC,65953485,1
Lisa Garcia,1989-04-05,CC,42144900,1
Shannon Sullivan,1993-10-12,CC,33110298,1
James Ramirez,2006-05-24,CC,96022188,1
Lindsey Doyle,1982-08-27,CC,78297182,1
Jamie Hess,1995-06-26,CC,77505159,1
Jessica Davis,1970-01-01,CC,23119433,1
David White,1991-06-15,CC,10939163,1
Karl Medina,1966-04-05,CC,53008127,1
Corey Miller,1981-02-03,CC,94575937,1
Daniel Hoffman,1980-05-20,CC,66143681,1
Eric Meyer,1979-11-03,CC,53742817,1
Alice Hubbard,1989-07-21,CC,89021103,1
Christopher Ramirez,1987-11-12,CC,26920874,1
Kristina Smith,1982-03-07,CC,26499689,1
Bradley Nichols,1974-03-23,CC,26916259,1
Paul Schultz,1969-02-16,CC,29866091,1
Rebecca Collier,2000-11-30,CC,61356566,1
Amber Johnson,1994-02-14,CC,59523283,1
Kevin Cruz,1968-08-30,CC,86435322,1
Kaitlyn White,1993-07-27,CC,69928351,1
Rachel Peterson,2008-08-30,CC,92319647,1
Kristina Elliott,1982-11-22,CC,94433235,1
Anthony Flores,2009-03-24,CC,65631293,1
Abigail Reed,1973-07-19,CC,41275633,1
Peggy Pacheco,1968-01-22,CC,54294147,1
James Walker,1996-03-27,CC,79329893,1
Veronica Garcia,1964-12-18,CC,45835579,1
Jeremy Hernandez,1980-10-22,CC,96476836,1
Cameron Gonzalez,1979-06-13,CC,14941822,1
Victoria May,1977-01-02,CC,15883199,1
Robert Boyd,1980-09-28,CC,74796523,1
Julie Gutierrez,1983-05-18,CC,59121383,1
Arthur Rodriguez,1966-09-04,CC,27175264,1
Michael Parrish,1995-09-07,CC,41803521,1
Sheila West,1993-09-16,CC,36144842,1
Debbie Doyle,2000-03-09,CC,50195816,1
Matthew Ford,1982-07-05,CC,32291956,1
Jared Moore,1975-09-29,CC,79975815,1
Mary Johnson,1980-08-03,CC,88348427,1
Dawn Smith,2003-05-03,CC,36233626,1
Micheal Patel,2009-05-05,CC,61961574,1
Steven Adams,1980-06-03,CC,69648600,1
Craig Johnson,1964-10-06,CC,35639396,1
Victoria Mcdaniel,1969-12-04,CC,90515889,1
Tracy Le,1994-01-20,CC,24997444,1
Anthony Sanchez,1982-02-16,CC,12511774,1
Aaron Wilson,2002-03-10,CC,55330251,1
Dr. Nathan Hudson,1985-08-14,CC,65973206,1
Johnny Rodriguez,1975-09-25,CC,86179115,1
Kelly Coleman,2007-04-28,CC,41279444,1
Dylan Gray,1965-10-29,CC,38782176,1
Jonathan Gomez,2003-08-08,CC,33860018,1
Jacob Melendez,1987-02-06,CC,48119368,1
Carlos Thompson,1979-07-24,CC,84632508,1
Madison Hernandez,1989-05-30,CC,78120095,1
Marcus Weber,2005-12-02,CC,94575624,1
Alicia Brown,1966-06-18,CC,75006769,1
Michael Miller,1994-05-08,CC,56440714,1
Donna Luna,2001-04-13,CC,44901874,1
Jackson Stewart,1979-08-22,CC,43340032,1
Jeffrey Jones,2006-08-15,CC,13627381,1
Brian English,2006-11-04,CC,88022688,1
Gabrielle Jensen,1975-04-26,CC,38838356,1
Olivia Smith,2003-04-05,CC,31115386,1
David Douglas,2000-06-08,CC,89263526,1
Ashlee Hill,1994-10-16,CC,83992204,1
Jamie Gardner,1995-06-01,CC,92407669,1
Robert Coleman,1995-01-23,CC,73261273,1
Timothy Powers,1985-12-26,CC,18113250,1
Mr. Christopher Fritz MD,1971-10-02,CC,17074060,1
Jennifer Johnson,2001-09-18,CC,63524004,1
Parker Patel MD,1993-01-02,CC,99182563,1
Vincent Walker,2005-11-27,CC,12698374,1
Michelle Bruce,1983-01-18,CC,45562849,1
Jill Douglas,1990-07-18,CC,85848110,1
Bruce Wilkinson,2003-12-12,CC,79476943,1
Kayla Franklin,1964-12-19,CC,46101981,1
Cassandra Ritter,2005-11-26,CC,46898582,1
David Williams DDS,2000-09-12,CC,62744147,1
Elizabeth Murphy,1983-10-12,CC,85735722,1
Shelby Fields,2003-12-08,CC,96335196,1
Allison Allen,1999-01-08,CC,93013479,1
Amanda Vazquez,1996-10-15,CC,64908996,1
Jon Ross,1992-03-25,CC,30055913,1
Jennifer Mccall,1971-05-24,CC,12348321,1
Jessica Gomez,1984-08-10,CC,76221837,1
Cassidy Reid,2004-10-28,CC,79213662,1
Jill Fernandez,1977-09-12,CC,69792159,1
Tracy Rowe,1975-07-28,CC,18869711,1
